ID Cliente,Volumen Estimado,Producto Recomendado
3120,3.0,Coca-Cola 300 ml NR Pet 12B
3129,3.0,Coca-Cola 300 ml NR Pet 12B
3130,3.0,Coca-Cola E 500 ml NR Pet 12B
3131,3.0,Coca-Cola 300 ml NR Pet 12B
3149,3.0,Coca-Cola 300 ml NR Pet 12B
3151,3.0,Coca-Cola 300 ml NR Pet 12B
3163,2.0,Coca-Cola E 1Lt NR Pet 12B
3166,4.0,Coca-Cola E 1.25 Lts Ret Vid 12B
3168,4.0,Coca-Cola E 1Lt NR Pet 12B
317,2.0,Coca-Cola 300 ml NR Pet 12B
3179,2.0,Fanta Harmony Nrj 300 ml Ret Vid 24B (V)
3180,3.0,D.Valle TT Pack Mng-Fr 1 LT ml NR 6B
3185,2.0,Coca-Cola 300 ml NR Pet 12B
3204,4.0,Coca-Cola 300 ml NR Pet 12B
3228,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3229,5.0,Coca-Cola E 1Lt NR Pet 12B
3243,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
3246,3.0,Coca-Cola 300 ml NR Pet 12B
3251,3.0,Coca-Cola E 3 Lts NR 6B
3257,4.0,Coca-Cola E 1Lt NR Pet 12B
3261,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
3268,3.0,Coca-Cola E 1Lt NR Pet 12B
3272,3.0,Coca-Cola E 1Lt NR Pet 12B
3286,4.0,Coca-Cola 300 ml NR Pet 12B
3299,4.0,Coca-Cola 300 ml NR Pet 12B
3300,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
3303,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
3308,4.0,Coca-Cola 300 ml NR Pet 12B
3309,8.0,Coca-Cola 300 ml NR Pet 12B
331,1.0,Coca-Cola SA KZ 200ml NR Pet 12B
3320,4.0,Coca-Cola 300 ml NR Pet 12B
3329,3.0,Coca-Cola 300 ml NR Pet 12B
3334,2.0,Coca-Cola 300 ml NR Pet 12B
3336,4.0,Coca-Cola E 500 ml NR Pet 12B
3338,4.0,Fanta Harmony Nrj 300 ml NR Pet 12B
3343,2.0,Coca-Cola 300 ml NR Pet 12B
3352,3.0,Coca-Cola 300 ml NR Pet 12B
3355,3.0,Coca-Cola E 1Lt NR Pet 12B
3360,3.0,Coca-Cola 300 ml NR Pet 12B
3367,2.0,Coca-Cola E 1Lt NR Pet 12B
3375,2.0,Coca-Cola 300 ml NR Pet 12B
3378,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3383,5.0,Coca-Cola E 1.35 Lts NR Pet 12B
3388,2.0,Coca-Cola 300 ml NR Pet 12B
3394,3.0,Coca-Cola 300 ml NR Pet 12B
3395,2.0,Coca-Cola E 2 Lts Ret Pet 9B
3401,2.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
3407,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3413,5.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
3440,9.0,Coca-Cola E 2 Lts Ret Pet 9B
3465,3.0,Coca-Cola 300 ml NR Pet 12B
3474,2.0,Coca-Cola 300 ml NR Pet 12B
3483,3.0,Fanta Harmony Nrj 300 ml Ret Vid 24B (V)
3487,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3491,3.0,Coca-Cola E 1Lt NR Pet 12B
3498,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
3499,2.0,Coca-Cola 300 ml NR Pet 12B
3516,2.0,Coca-Cola 300 ml NR Pet 12B
3519,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
3522,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
3527,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
3528,3.0,Coca-Cola 300 ml NR Pet 12B
3529,3.0,Coca-Cola E 3 Lts NR 6B
3531,4.0,Coca-Cola E 1Lt NR Pet 12B
3536,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
3542,3.0,Coca-Cola 300 ml NR Pet 12B
3545,2.0,Coca-Cola E 1Lt NR Pet 12B
3547,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3551,2.0,Coca-Cola E 1Lt NR Pet 12B
3565,5.0,Fanta Harmony Nrj 300 ml NR Pet 12B
3567,5.0,Coca-Cola 300 ml NR Pet 12B
3587,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
3593,2.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
3594,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3604,6.0,Coca-Cola E 500 ml NR Pet 12B
3611,4.0,Coca-Cola 300 ml NR Pet 12B
3664,2.0,Coca-Cola E 1Lt NR Pet 12B
3671,1.0,Coca-Cola E 1.25 Lts Ret Vid 12B
3685,2.0,Coca-Cola 300 ml NR Pet 12B
3693,7.0,Sprite Harmony 1.35 Lts NR Pet 12B
3700,4.0,Coca-Cola E 1Lt NR Pet 12B
3710,6.0,Coca-Cola E 1.25 Lts Ret Vid 12B
3717,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
3726,3.0,Coca-Cola 300 ml NR Pet 12B
3732,3.0,Coca-Cola E 1Lt NR Pet 12B
3734,2.0,Coca-Cola E 1Lt NR Pet 12B
3738,6.0,Coca-Cola E 1Lt NR Pet 12B
3742,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3764,2.0,Coca-Cola 300 ml NR Pet 12B
3768,5.0,Coca-Cola SA KZ 200ml NR Pet 12B
3769,2.0,Coca-Cola 300 ml NR Pet 12B
3788,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
3791,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
3806,2.0,Coca-Cola E 1Lt NR Pet 12B
382,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
3832,4.0,Coca-Cola 300 ml NR Pet 12B
3833,6.0,Coca-Cola 300 ml NR Pet 12B
3841,2.0,Coca-Cola E 750 ml Ret Vid 12B
3875,2.0,Coca-Cola 300 ml NR Pet 12B
3881,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
3885,1.0,Coca-Cola SA KZ 200ml NR Pet 12B
3888,2.0,Coca-Cola E 1.35 Lts NR Pet 12B
3893,2.0,Coca-Cola 300 ml NR Pet 12B
3907,3.0,Coca-Cola 300 ml NR Pet 12B
3911,3.0,Coca-Cola E 1Lt NR Pet 12B
3912,3.0,Coca-Cola E 1Lt NR Pet 12B
3922,2.0,Coca-Cola 300 ml NR Pet 12B
3933,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3934,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
3935,2.0,Coca-Cola E 2Lts NR Pet 6B
3953,3.0,Coca-Cola 300 ml NR Pet 12B
3956,3.0,Coca-Cola E 1Lt NR Pet 12B
3962,3.0,Coca-Cola E 1Lt NR Pet 12B
3965,2.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
3967,2.0,Coca-Cola E 1Lt NR Pet 12B
3976,2.0,Coca-Cola 300 ml NR Pet 12B
3984,1.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
3985,2.0,Coca-Cola E 1Lt NR Pet 12B
3990,3.0,Coca-Cola E 1Lt NR Pet 12B
4011,5.0,Coca-Cola 300 ml NR Pet 12B
4028,2.0,Dasani S/G 600 ml NR Pet 16B
4043,2.0,Coca-Cola E 3 Lts NR 6B
4050,9.0,Coca-Cola 300 ml NR Pet 12B
4057,4.0,Coca-Cola E 1Lt NR Pet 12B
4058,4.0,Coca-Cola E 3 Lts NR 6B
4065,2.0,Coca-Cola 300 ml NR Pet 12B
4082,2.0,Coca-Cola 300 ml NR Pet 12B
4089,2.0,Fanta Harmony Nrj 300 ml Ret Vid 24B (V)
409,3.0,Coca-Cola E 1.75 Lts NR Pet 6B
4101,2.0,Coca-Cola E 1Lt NR Pet 12B
4114,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
4126,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
4129,3.0,Coca-Cola 300 ml NR Pet 12B
4134,3.0,Fanta Harmony Nrj 2Lts Ret Pet 9B
4143,5.0,Powerade Manzana Clear 1L NR Pet 6B
4148,3.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4151,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
4152,3.0,Coca-Cola E 1Lt NR Pet 12B
4157,3.0,Coca-Cola E 3 Lts NR 6B
4174,3.0,Coca-Cola E 3 Lts NR 6B
4179,2.0,Coca-Cola 300 ml NR Pet 12B
4180,3.0,Coca-Cola 300 ml NR Pet 12B
4186,3.0,Coca-Cola E 1Lt NR Pet 12B
4193,23.0,Coca-Cola E 1Lt NR Pet 12B
4195,10.0,Coca-Cola E 1Lt NR Pet 12B
4198,9.0,Coca-Cola E 1Lt NR Pet 12B
4217,3.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4219,3.0,Coca-Cola E 1Lt NR Pet 12B
4220,7.0,Coca-Cola 300 ml NR Pet 12B
4222,6.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4230,2.0,Coca-Cola 300 ml NR Pet 12B
4231,3.0,Coca-Cola 300 ml NR Pet 12B
4240,3.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4242,3.0,Coca-Cola E 1Lt NR Pet 12B
4251,1.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4259,3.0,Coca-Cola 300 ml NR Pet 12B
4263,10.0,Coca-Cola 300 ml NR Pet 12B
4269,3.0,Coca-Cola 300 ml NR Pet 12B
4272,2.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
4277,4.0,Coca-Cola E 1Lt NR Pet 12B
4286,2.0,Coca-Cola 300 ml NR Pet 12B
4290,3.0,Coca-Cola E 1Lt NR Pet 12B
4304,2.0,Powerade Frutas 1L NR Pet 6B
4307,3.0,Coca-Cola 300 ml NR Pet 12B
4312,6.0,Coca-Cola 300 ml NR Pet 12B
4320,3.0,Coca-Cola 300 ml NR Pet 12B
4329,3.0,Coca-Cola 300 ml NR Pet 12B
4334,3.0,Coca-Cola E 1Lt NR Pet 12B
4336,2.0,Coca-Cola E 1Lt NR Pet 12B
4341,3.0,Coca-Cola E 1Lt NR Pet 12B
4346,2.0,Coca-Cola E 1Lt NR Pet 12B
4355,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
4356,4.0,Coca-Cola 300 ml NR Pet 12B
4361,2.0,Coca-Cola E 1.35 Lts NR Pet 12B
4364,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
4366,3.0,Coca-Cola E 1Lt NR Pet 12B
4367,3.0,Sprite Harmony 1.35 Lts NR Pet 12B
4377,13.0,Coca-Cola E 1Lt NR Pet 12B
4387,2.0,Coca-Cola E 1Lt NR Pet 12B
4389,7.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4399,2.0,Coca-Cola 300 ml NR Pet 12B
4402,4.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4415,2.0,Coca-Cola 300 ml NR Pet 12B
4416,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4447,8.0,Coca-Cola 300 ml NR Pet 12B
4464,4.0,Coca-Cola 300 ml NR Pet 12B
4475,2.0,Coca-Cola 300 ml NR Pet 12B
4476,3.0,Powerade Frutas 1L NR Pet 6B
4487,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4493,2.0,Coca-Cola 300 ml NR Pet 12B
4496,2.0,Coca-Cola 300 ml NR Pet 12B
4516,7.0,Coca-Cola E 1Lt NR Pet 12B
4534,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
4539,6.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
4552,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
4556,3.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4557,4.0,Coca-Cola E 1Lt NR Pet 12B
4559,3.0,Coca-Cola 300 ml NR Pet 12B
4560,2.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
4569,6.0,Coca-Cola E 1.35 Lts NR Pet 12B
4574,3.0,Coca-Cola E 1Lt NR Pet 12B
4578,3.0,Coca-Cola 300 ml NR Pet 12B
4581,2.0,Coca-Cola 300 ml NR Pet 12B
4588,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4592,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4604,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
4605,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4606,4.0,Coca-Cola 300 ml NR Pet 12B
462,1.0,Coca-Cola E 1Lt NR Pet 12B
4625,2.0,Coca-Cola E 1Lt NR Pet 12B
4630,1.0,Coca-Cola E 2 Lts Ret Pet 9B
4631,1.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4635,3.0,Coca-Cola 300 ml NR Pet 12B
4646,2.0,Coca-Cola 300 ml NR Pet 12B
4650,2.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
4652,5.0,Coca-Cola E 1Lt NR Pet 12B
4653,1.0,Coca-Cola E 1Lt NR Pet 12B
4659,7.0,Coca-Cola E 1Lt NR Pet 12B
4663,2.0,Coca-Cola E 1Lt NR Pet 12B
4673,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
4679,3.0,Coca-Cola 300 ml NR Pet 12B
4680,5.0,Coca-Cola 300 ml NR Pet 12B
4689,2.0,Coca-Cola 300 ml NR Pet 12B
4692,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4696,1.0,Coca-Cola 300 ml NR Pet 12B
4701,3.0,Coca-Cola E 1Lt NR Pet 12B
4702,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
4703,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
4712,2.0,Coca-Cola 300 ml NR Pet 12B
4720,10.0,Coca-Cola 300 ml NR Pet 12B
4725,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
4727,4.0,Coca-Cola 300 ml NR Pet 12B
473,2.0,Sprite Harmony 300 ml NR Pet 12B
4738,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
4742,4.0,Powerade Manzana Clear 350 ml NR Pet 12B
4752,4.0,Coca-Cola 300 ml NR Pet 12B
4755,2.0,Coca-Cola E 1Lt NR Pet 12B
4757,3.0,Coca-Cola 300 ml NR Pet 12B
4760,3.0,Coca-Cola E 1Lt NR Pet 12B
4761,2.0,Coca-Cola 300 ml NR Pet 12B
4764,3.0,Dasani S/G 600 ml NR Pet 16B
4771,3.0,Powerade Frutas 1L NR Pet 6B
4772,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
4775,2.0,Coca-Cola E 1Lt NR Pet 12B
479,2.0,Coca-Cola E 1Lt NR Pet 12B
4811,2.0,Inca Kola Choice 300 ml NR Pet 12B
4817,2.0,Coca-Cola E 1Lt NR Pet 12B
4818,1.0,Coca-Cola 300 ml Ret Vid 24B (V)
4822,2.0,Coca-Cola 300 ml NR Pet 12B
4823,3.0,Coca-Cola 300 ml NR Pet 12B
4850,3.0,Coca-Cola 300 ml NR Pet 12B
4853,9.0,Coca-Cola E 3 Lts NR 6B
4876,14.0,Coca-Cola 300 ml NR Pet 12B
4879,2.0,Coca-Cola E 1Lt NR Pet 12B
4887,4.0,Coca-Cola 300 ml NR Pet 12B
4893,3.0,Coca-Cola E 1Lt NR Pet 12B
4894,4.0,Coca-Cola 300 ml NR Pet 12B
4899,7.0,Coca-Cola 300 ml NR Pet 12B
4903,4.0,Coca-Cola 300 ml NR Pet 12B
4912,3.0,Coca-Cola 300 ml NR Pet 12B
4915,2.0,Fiora Harmony Fresa 300 ml NR Pet 12B
4917,2.0,Coca-Cola 300 ml NR Pet 12B
4922,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
4925,2.0,Dasani S/G Scap 1.2 Lts NR Pet 12B
4928,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
4929,5.0,Coca-Cola 300 ml NR Pet 12B
4930,2.0,Coca-Cola E 1Lt NR Pet 12B
4936,3.0,Coca-Cola E 3 Lts NR 6B
4962,3.0,Coca-Cola E 1Lt NR Pet 12B
4963,3.0,Coca-Cola E 1Lt NR Pet 12B
4964,3.0,Coca-Cola E 1Lt NR Pet 12B
4966,2.0,Coca-Cola 300 ml NR Pet 12B
4968,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
4971,4.0,Coca-Cola E 1Lt NR Pet 12B
4973,3.0,Coca-Cola E 3 Lts NR 6B
4976,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
4977,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
4987,7.0,Coca-Cola E 1Lt NR Pet 12B
4999,2.0,Coca-Cola E 1Lt NR Pet 12B
5005,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5017,2.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
5025,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5041,3.0,Coca-Cola 300 ml NR Pet 12B
5045,2.0,Coca-Cola 300 ml NR Pet 12B
5046,3.0,Coca-Cola 300 ml NR Pet 12B
5067,9.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5068,6.0,Coca-Cola 300 ml NR Pet 12B
5069,2.0,Coca-Cola E 1Lt NR Pet 12B
5074,2.0,Coca-Cola 300 ml NR Pet 12B
5081,3.0,Coca-Cola 300 ml NR Pet 12B
5089,2.0,Dasani S/G Scap 1.2 Lts NR Pet 12B
5091,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5098,3.0,Dasani S/G 300ml NR Pet 12B
5101,5.0,Coca-Cola E 3 Lts NR 6B
5105,3.0,Coca-Cola 300 ml NR Pet 12B
5112,8.0,Coca-Cola 300 ml NR Pet 12B
5117,6.0,Coca-Cola 300 ml NR Pet 12B
5126,2.0,Powerade Mora Azul 500 ml NR Pet 12B
513,4.0,Coca-Cola 300 ml NR Pet 12B
5134,2.0,Coca-Cola SA KZ 500ml NR Pet 12B
5137,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
5141,2.0,Powerade Frutas 1L NR Pet 6B
5154,2.0,Coca-Cola 300 ml NR Pet 12B
5157,3.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5159,4.0,Coca-Cola E 1Lt NR Pet 12B
5162,5.0,Coca-Cola SA KZ 300ml NR Pet 12B
5163,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
5167,2.0,Fanta Harmony Nrj 300 ml Ret Vid 24B (V)
5169,6.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5172,3.0,Dasani S/G 300ml NR Pet 12B
5177,2.0,Coca-Cola 300 ml NR Pet 12B
5182,3.0,Coca-Cola 300 ml NR Pet 12B
5191,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5195,2.0,Coca-Cola 300 ml NR Pet 12B
5204,6.0,Coca-Cola 300 ml NR Pet 12B
5217,2.0,Coca-Cola 300 ml NR Pet 12B
5240,4.0,Coca-Cola 300 ml NR Pet 12B
5254,2.0,Coca-Cola 300 ml NR Pet 12B
5255,4.0,Coca-Cola E 2 Lts Ret Pet 9B
5261,4.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5267,2.0,Coca-Cola 300 ml NR Pet 12B
5273,2.0,Coca-Cola E 1Lt NR Pet 12B
5276,2.0,Coca-Cola 300 ml NR Pet 12B
5285,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
5289,13.0,Coca-Cola 300 ml NR Pet 12B
5298,3.0,Coca-Cola E 1Lt NR Pet 12B
5305,3.0,Coca-Cola E 1Lt NR Pet 12B
5311,2.0,Coca-Cola SA KZ 300ml NR Pet 12B
5313,4.0,Coca-Cola 300 ml NR Pet 12B
5317,4.0,Coca-Cola 300 ml NR Pet 12B
5318,5.0,Coca-Cola E 1.25 Lts Ret Vid 12B
532,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
5323,1.0,Coca-Cola E 1Lt NR Pet 12B
5326,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
5327,5.0,Coca-Cola 300 ml NR Pet 12B
5330,2.0,Coca-Cola 300 ml NR Pet 12B
5331,4.0,Coca-Cola E 1Lt NR Pet 12B
5332,1.0,Fanta Harmony Nrj 1.35 Lts NR Pet 12B
5335,3.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5337,2.0,Coca-Cola 300 ml NR Pet 12B
5340,6.0,Coca-Cola 300 ml NR Pet 12B
5341,2.0,Dasani S/G Scap 1.2 Lts NR Pet 12B
5349,3.0,Coca-Cola 300 ml NR Pet 12B
5350,3.0,Coca-Cola 300 ml NR Pet 12B
5355,6.0,Coca-Cola 300 ml NR Pet 12B
5365,2.0,Coca-Cola 300 ml NR Pet 12B
5372,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
5381,1.0,Coca-Cola 300 ml NR Pet 12B
5387,2.0,Coca-Cola E 3 Lts NR 6B
5388,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
539,3.0,Coca-Cola SA KZ 200ml NR Pet 12B
5392,8.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5397,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5413,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5448,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
545,3.0,Coca-Cola 300 ml NR Pet 12B
5457,3.0,Coca-Cola 300 ml NR Pet 12B
5462,2.0,Coca-Cola 300 ml NR Pet 12B
5465,2.0,Fiora Harmony Fresa 300ml RetVid 24B (V)
5467,2.0,Coca-Cola 300 ml NR Pet 12B
5471,3.0,Coca-Cola 300 ml NR Pet 12B
5472,2.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
5479,2.0,Coca-Cola E 1Lt NR Pet 12B
5481,5.0,Coca-Cola E 1Lt NR Pet 12B
5482,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5489,3.0,Coca-Cola E 1Lt NR Pet 12B
5491,2.0,Coca-Cola 300 ml NR Pet 12B
5498,2.0,Coca-Cola E 500 ml NR Pet 12B
5499,4.0,Coca-Cola E 1Lt NR Pet 12B
5502,4.0,Coca-Cola 300 ml NR Pet 12B
5508,2.0,Coca-Cola E 1Lt NR Pet 12B
5524,5.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5529,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5534,4.0,Coca-Cola E 1Lt NR Pet 12B
5538,1.0,Coca-Cola E 1Lt NR Pet 12B
5540,1.0,Coca-Cola 300 ml NR Pet 12B
5545,4.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5551,1.0,Coca-Cola 300 ml Ret Vid 24B (V)
5558,4.0,Coca-Cola SA KZ 1.25Lts Ret Vid 12B TAC
5559,4.0,Coca-Cola E 1Lt NR Pet 12B
5560,1.0,Coca-Cola 300 ml Ret Vid 24B (V)
5563,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5569,2.0,Coca-Cola E 1Lt NR Pet 12B
5571,2.0,Coca-Cola 300 ml NR Pet 12B
5572,5.0,Coca-Cola E 1Lt NR Pet 12B
5581,2.0,Coca-Cola E 1Lt NR Pet 12B
5585,6.0,Coca-Cola 300 ml NR Pet 12B
5594,2.0,Coca-Cola E 1Lt NR Pet 12B
5595,3.0,Coca-Cola E 3 Lts NR 6B
5597,2.0,Coca-Cola 300 ml NR Pet 12B
5598,3.0,Coca-Cola E 1Lt NR Pet 12B
5608,6.0,Coca-Cola E 1Lt NR Pet 12B
5613,6.0,Coca-Cola E 1Lt NR Pet 12B
5615,3.0,Dasani S/G 600 ml NR Pet 16B
5616,2.0,Coca-Cola E 1Lt NR Pet 12B
5625,2.0,Coca-Cola E 3 Lts NR 6B
5626,3.0,Coca-Cola 300 ml NR Pet 12B
5631,3.0,Coca-Cola 300 ml NR Pet 12B
5633,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5638,3.0,Coca-Cola 300 ml NR Pet 12B
5651,2.0,Coca-Cola 300 ml NR Pet 12B
5655,2.0,Coca-Cola SA KZ 200ml NR Pet 12B
566,1.0,Coca-Cola 300 ml NR Pet 12B
5663,3.0,Coca-Cola E 500 ml NR Pet 12B
5665,12.0,Coca-Cola E 1Lt NR Pet 12B
5666,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5671,9.0,Coca-Cola E 1Lt NR Pet 12B
5673,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5675,5.0,Inca-Kola Choice 1L NR Pet 12B
5680,7.0,Coca-Cola 300 ml NR Pet 12B
5682,3.0,Coca-Cola 300 ml NR Pet 12B
5685,4.0,Coca-Cola 300 ml NR Pet 12B
5687,2.0,D.Valle TTPack Drz 250ml NR 12B SB 3.0
5699,3.0,Coca-Cola E 1Lt NR Pet 12B
5712,2.0,Coca-Cola 300 ml NR Pet 12B
5713,3.0,Inca Kola Choice 300 ml NR Pet 12B
5717,4.0,Coca-Cola 300 ml NR Pet 12B
5718,4.0,Coca-Cola 300 ml NR Pet 12B
5725,2.0,Coca-Cola E 1Lt NR Pet 12B
5733,9.0,Coca-Cola E 3 Lts NR 6B
5740,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5747,2.0,Coca-Cola 300 ml NR Pet 12B
5751,3.0,Coca-Cola 300 ml NR Pet 12B
5754,2.0,Coca-Cola 300 ml NR Pet 12B
5756,3.0,Coca-Cola E 1Lt NR Pet 12B
5760,3.0,Coca-Cola 300 ml NR Pet 12B
5761,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5764,6.0,Coca-Cola E 1Lt NR Pet 12B
5765,3.0,Coca-Cola 300 ml NR Pet 12B
5766,4.0,Coca-Cola 300 ml Ret Vid 24B (V)
5769,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
5775,2.0,Coca-Cola E 1Lt NR Pet 12B
5784,3.0,Coca-Cola E 1Lt NR Pet 12B
5786,3.0,Coca-Cola 300 ml NR Pet 12B
5787,3.0,Coca-Cola 300 ml Ret Vid 24B (V)
5788,3.0,Coca-Cola 300 ml NR Pet 12B
5789,2.0,Coca-Cola 300 ml NR Pet 12B
5791,2.0,Coca-Cola 300 ml NR Pet 12B
5794,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5795,2.0,Coca-Cola 300 ml NR Pet 12B
5796,2.0,Inca Kola Choice 300 ml NR Pet 12B
5803,4.0,Coca-Cola 300 ml NR Pet 12B
5805,3.0,Coca-Cola 300 ml NR Pet 12B
5807,2.0,Coca-Cola E 3 Lts NR 6B
5811,5.0,Coca-Cola 300 ml NR Pet 12B
5812,4.0,Coca-Cola E 1Lt NR Pet 12B
5815,4.0,Coca-Cola 300 ml NR Pet 12B
5817,3.0,Coca-Cola SA KZ 300ml NR Pet 12B
5818,10.0,Coca-Cola 300 ml NR Pet 12B
5819,3.0,Coca-Cola 300 ml NR Pet 12B
5824,3.0,Coca-Cola E 1.35 Lts NR Pet 12B
5826,1.0,Coca-Cola 300 ml NR Pet 12B
5827,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5829,2.0,Coca-Cola E 1Lt NR Pet 12B
5834,2.0,Coca-Cola E 1Lt NR Pet 12B
5835,3.0,Coca-Cola 300 ml NR Pet 12B
5838,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5840,2.0,Coca-Cola 300 ml NR Pet 12B
585,3.0,Coca-Cola 300 ml NR Pet 12B
5851,2.0,Coca-Cola E 1Lt NR Pet 12B
5854,2.0,Coca-Cola E 1Lt NR Pet 12B
5859,6.0,Coca-Cola 300 ml NR Pet 12B
5869,3.0,Coca-Cola 300 ml NR Pet 12B
5875,4.0,Coca-Cola 300 ml NR Pet 12B
5876,8.0,Dasani S/G Scap 1.2 Lts NR Pet 12B
5877,2.0,Coca-Cola E 1.25 Lts Ret Vid 12B
5879,2.0,Coca-Cola 300 ml Ret Vid 24B (V)
5880,2.0,Coca-Cola E 500 ml NR Pet 12B
